time,close,Volume,%K,%D
1716076800,57.32,,48.09727120846482,46.420394777550875
1716163200,61.94,,56.673473176164826,50.553802363715086
1716249600,58.59,,50.454798589196216,51.741847657941925
1716336000,56.8,,47.1319844069055,51.420085390755496
1716422400,53.18,,40.41210321143493,45.999628735845526
1716508800,52.29,,38.75997772415073,42.101355114163695
1716595200,52.21,,38.61147206237237,39.261184332652654
1716681600,53.73,,41.43307963616112,39.601509807561385
1716768000,53.91,,41.76721737516242,40.60392302456528
1716854400,54.76,,43.34509003155745,42.181795680960306
1716940800,53.24,,40.5234824577687,41.87859662149617
1717027200,53.27,,40.57917208093559,41.48258152342056
1717113600,51.99,,38.2030814924819,39.768578677062045
1717200000,50.68,,35.77130128086133,38.18451828475959
1717286400,51.11,,36.56951921291999,36.847967328754386
1717372800,52.77,,39.65101169482087,37.330610729534044
1717459200,53.95,,41.84147020605161,39.35400037126414
1717545600,55.62,,44.94152589567476,42.14466926551573
1717632000,51.87,,37.98032299981436,41.587773033846894
1717718400,50.02,,34.5461295711899,39.155992822226324
1717804800,50.34,,35.14015221830332,35.888868263102516
1717891200,51.79,,37.83181733803601,35.83936637584306
1717977600,50.88,,36.14256543530722,36.37151166388217
1718064000,52.49,,39.13124187859662,37.70187488397994
1718150400,50.56,,35.5485427881938,36.940783367365874
1718236800,49.23,,33.07963616112863,35.919806942639674
1718323200,48.56,,31.83590124373492,33.48802673101911
1718409600,48.03,,30.85205123445331,31.92252954643895
1718496000,47.9,,30.61072953406348,31.09956067075056
1718582400,48.81,,32.29998143679228,31.254254068436342
1718668800,50.06,,34.62038240207908,32.51036445764493
1718755200,48.6,,31.910154074624096,32.94350597116514
1718841600,48.28,,31.316131427510673,32.61555596807127
1718928000,47.11,,29.144236124002227,30.790173875378986
